Type,Indicator,Description,Info
URL,ads-work[.]xyz,FIN7,Malvertising Infrastructure
URL,cdn-inform[.]com,FIN7,Malvertising Infrastructure
URL,udr-offdips[.]com,FIN7,Malvertising Infrastructure
URL,urd-apdaps[.]com,FIN7,Malvertising Infrastructure
URL,usm-pontic[.]com,FIN7,Malvertising Infrastructure
URL,utd-corts[.]com,FIN7,Malvertising Infrastructure
URL,utd-forts[.]com,FIN7,Malvertising Infrastructure
URL,utd-gochisu[.]com,FIN7,Malvertising Infrastructure
URL,utd-horipsy[.]com,FIN7,Malvertising Infrastructure
URL,utm-adrooz[.]com,FIN7,Malvertising Infrastructure
URL,utm-adschuk[.]com,FIN7,Malvertising Infrastructure
URL,utm-adsgoogle[.]com,FIN7,Malvertising Infrastructure
URL,utm-adsname[.]com,FIN7,Malvertising Infrastructure
URL,utm-advrez[.]com,FIN7,Malvertising Infrastructure
URL,utm-drmka[.]com,FIN7,Malvertising Infrastructure
URL,utm-fukap[.]com,FIN7,Malvertising Infrastructure
URL,utm-msh[.]com,FIN7,Malvertising Infrastructure
URL,utr-gavlup[.]com,FIN7,Malvertising Infrastructure
URL,utr-jopass[.]com,FIN7,Malvertising Infrastructure
URL,utr-krubz[.]com,FIN7,Malvertising Infrastructure
URL,utr-provit[.]com,FIN7,Malvertising Infrastructure
URL,amydlesk[.]com,FIN7,Malvertising Infrastructure
URL,notilon[.]co,FIN7,Malvertising Infrastructure
URL,notliion[.]com,FIN7,Malvertising Infrastructure
URL,notlon[.]top,FIN7,Malvertising Infrastructure
URL,notlilon[.]co,FIN7,Malvertising Infrastructure
URL,notion.findreaders[.]com,FIN7,Malvertising Infrastructure
URL,findreaders[.]com,FIN7,Malvertising Infrastructure
URL,notion.ilusofficial[.]com,FIN7,Malvertising Infrastructure
URL,brow-ser-update[.]top,FIN7,Fake Web Browser Update
URL,hxxps://brow-ser-update[.]top/download/dwnl.php,FIN7,Fake Web Browser Update
URL,hxxps://brow-ser-update[.]top/GoogleChrome-x86.msix,FIN7,Fake Web Browser Update
URL,photoshop-adobe[.]shop,FIN7,Fake Software Distribution
URL,hxxps://photoshop-adobe[.]shop/download/dwnl.php,FIN7,Fake Software Distribution
File MD5,c336d98d8d4810666ee4693e8c3a2a34191bad864d6b46e468a7eed36e7085f4,GoogleChrome-x86.msix,Fake Web Browser Update
File MD5,b5ed2f42359e809bf171183a444457c378355d07b414f5828e1e4f7b35bb505f,boci.ps1,Fake Software Distribution
URL,app.getmess[.]io,FIN7,Social Engineering Scheme
URL,hxxps://app.getmess[.]io/,FIN7,Social Engineering Scheme
URL,hxxps://app.getmess[.]io/download/dwnl.php,FIN7,Social Engineering Scheme
URL,hxxps://getmess[.]download/Getmess.msix,FIN7,Social Engineering Scheme
URL,utd-corts[.]com,FIN7,Malvertising Infrastructure
URL,hxxp://utd-corts[.]com/buy/,FIN7,Malvertising Infrastructure
File MD5,12ea41f2dfa89ad86f082fdf80ca57f14cd8a8f27280aca4f18111758de96d15,Getmess.msix,Social Engineering Scheme
File MD5,72a1f6e7979daae38d8e0e14893db4c182b8362acc5d721141ed328ed02c7e28,ynwje.ps1,Social Engineering Scheme
File MD5,c336d98d8d4810666ee4693e8c3a2a34191bad864d6b46e468a7eed36e7085f4,FIN7,Fake Software Distribution
File MD5,7265ffdbe31dd96d6e6c8ead5a56817c905ff012418546e2233b7dce22372630,FIN7,Fake Software Distribution
File MD5,9aa39f017b50dcc2214ce472d3967721c676a7826030c2e34cb95c495dba4960,FIN7,Fake Software Distribution
File MD5,1bb51d62457f606e947a4e7ce86198e9956ae1fe4e51e4e945370cc25fe6bfff,FIN7,Fake Software Distribution
File MD5,400277618bd2591efb2eb22ac0041c1c5561d96c479a60924ef799de3e2d290c,FIN7,Fake Software Distribution
File MD5,f3ebb23bdcc7ac016d958c1a057152636bc2372b3a059bf49675882f64105068,FIN7,Fake Software Distribution
File MD5,12ea41f2dfa89ad86f082fdf80ca57f14cd8a8f27280aca4f18111758de96d15,FIN7,Fake Software Distribution
File MD5,3bd95eadb44349c7d88ea989501590fb3652ae27eded15ab5d12b17e2708969f,FIN7,Fake Software Distribution
File MD5,67663233f9e3763171afd3a44b769dc67a8a61d4a159f205003c5fdb150e2ca1,FIN7,Fake Software Distribution
File MD5,f0e0aea32962a8a4aecd0c4b0329dc7e901fa5b103f0b03563cf9705d751bbe1,FIN7,Fake Software Distribution
File MD5,8f88a86d57b93cd7f63dfdf3cb8cc398cdce358e683fb04e19b0d0ed73dd50ee,FIN7,Fake Software Distribution
File MD5,3d3a9cd140972b7b8a01dde2e4cd9707913f2eba09a3742c72016fd073004951,FIN7,Fake Software Distribution
File MD5,96bd6abb1c8ec2ede22b915a11b97c0cd44c1f5ed1cda8bee0acfee290f8f580,FIN7,Fake Software Distribution
File MD5,f1d72a27147c42a4f4baf3e10a6f03988c70546bb174a1025553a8319717ba95,FIN7,Fake Software Distribution
File MD5,806d08e6169569eb1649b2d1f770ad30a01ff55beedfe93aebccac2bc24533c0,FIN7,Fake Software Distribution
File MD5,763bdd0b5413bb2e0e3c4a68a7542586bbd638665b7ca250dbd9c7558216e427,FIN7,Fake Software Distribution
File MD5,9a2268162982113c12d163b1377dc4e72c93f91e26bd511d16c1b705262ca03c,FIN7,Fake Software Distribution
File MD5,e5b94c001fc3c1c1aa35c71a3d1e9909124339e0ade09f897b918fe0729c12e1,FIN7,Fake Software Distribution
File MD5,9e800a05e65efe923a35815157129652980f03cbcf95cf0d64676f6da73471de,FIN7,Fake Software Distribution
File MD5,f312e59be5ddbf857d92de506d55ae267800b0cbc2b82665ce63c889a7ae9414,FIN7,Fake Software Distribution
File MD5,7c7dc62ed7af2f90aeafdd5c3af5284c5539aeded7d642d39f5fd5f187d33c87,FIN7,Fake Software Distribution
File MD5,409a2a2a4e442017e6d647524fdec11507515a9f58a314e74307e67059bd8149,FIN7,Fake Software Distribution
File MD5,1d5d671bf680d739ded1e25e78970b38d00e8182816171a7c6a186504a79eeee,FIN7,Fake Software Distribution
File MD5,aa998fde06a6a6ab37593c054333e192ce4706a14d210d8fc6c0de3fd2d74ce2,FIN7,Fake Software Distribution
File MD5,767dd301dc5297828a35eaba81f84bd0f50d61fe1a9208b8d89b5eaba064d65e,FIN7,Fake Software Distribution
File MD5,7d0aaf734f73c1cf93e53703e648125bba43e023203be9a938f270dfe3492718,FIN7,Fake Software Distribution
File MD5,6e0179344ca0bbc42dce77027f5a6a049844daf34595fd184d9f094e8c74325c,FIN7,Fake Software Distribution
File MD5,49a7668d60e8df9d0a57ba9e0e736c1eb48700da19711cc0ec0f3c94a56ce507,FIN7,Fake Software Distribution
File MD5,2e8a82f07de254848615f81272f08e0cf9af474d1c20f67d9ddbdf439f1d8fde,FIN7,Fake Software Distribution
File MD5,f0f77c85c7da4391e34d106c4b5f671eb606ba695dc11401a6ee8ae53e337cbe,FIN7,Fake Software Distribution
File MD5,d1da457b0891b68df16ce86e2a48a799b9528c1631bccc379623551f873c0eed,FIN7,Fake Software Distribution
File MD5,175fcb7495c0814a5c18afa6244d467f0daeb0f02ad93c0ab4d3af8cbbacb537,FIN7,Fake Software Distribution
File MD5,7316ed0cb0fdbede33a0b6d05d0be1fe3c616ef7c1098dfcc9a2339c793e7020,FIN7,Fake Software Distribution
File MD5,90641a72a4ea6f1fca57ec5e5daec4319ec95bec53dd2bf0fa58d1f9ade42ad4,FIN7,Fake Software Distribution
File MD5,6fb502d83b7b5181abcb53784270239cc3e4143344e1f64101537aa3848c8c95,FIN7,Fake Software Distribution
File MD5,2b033fc28ad12cb57c7c691bd40911ca47dd2a8e495a2d253557d2c6bcd40c5e,FIN7,Fake Software Distribution
File SHA256,00ea5d43f2779a705856a824a3f8133cb100101e043cb670e49b163534b0c525,FIN7,Unknown
File SHA256,cea1c4f2229e7aa0167c07e22a3809f42ec931332da7cc28f7d14b9e702af66b,FIN7,Unknown
File SHA256,ae641dda420f2cf63ac29804f7009ba1c248c702679fbccef35e4d9319d77d2d,FIN7,Unknown
